time,mag,place,status,tsunami,sig,net,nst,dmin,rms,gap,magType,longitude,latitude,depth
25:33.0,2.2,"23km N of Yucca Valley, California",reviewed,0,74,ci,0.0,,0.202,58.9,mc,-116.422,34.318,6.518
04:28.1,2.2,"27km NW of Currant, Nevada",reviewed,0,74,nn,10.0,0.596,0.1495,70.99,ml,-115.6622,38.9413,4.1
55:32.1,2.31,Northern California,reviewed,0,82,nc,65.0,0.01171,0.07,33.0,md,-122.7426667,38.7725,1.89
22:38.2,2.54,"10km S of Joshua Tree, California",reviewed,0,99,ci,0.0,,0.182,89.5,mc,-116.328,34.048,0.009
44:56.2,2.32,"24km WNW of Ludlow, California",reviewed,0,83,ci,0.0,,0.154,114.2,ml,-116.386,34.822,1.929
28:50.6,2.1,"9km NW of Gerlach-Empire, Nevada",reviewed,0,68,nn,11.0,0.716,0.2431,107.17,ml,-119.4517,40.6415,0.0
07:35.4,2.15,"9km SW of Alberto Oviedo Mota, B.C., MX",reviewed,0,71,ci,5.0,0.6051,0.14,254.0,ml,-115.2395,32.172,6.93
05:36.2,2.4,Washington,reviewed,0,89,uw,6.0,0.0862,0.08,188.0,md,-122.7776667,46.7391667,1.085
40:34.4,2.35,"6km N of Big Bear City, CA",reviewed,0,85,ci,81.0,0.03594,0.16,26.0,ml,-116.8485,34.3165,1.21
10:47.0,2.33,Northern California,reviewed,0,84,nc,12.0,0.006306,0.06,101.0,md,-124.1266667,40.4211667,28.587
53:17.2,2.2,Central California,reviewed,0,74,nc,10.0,0.4396,0.16,333.0,md,-118.5898333,36.9331667,-0.067
27:31.4,2.13,"38km N of Yucca Valley, California",reviewed,0,70,ci,0.0,0.401,0.092,155.0,mc,-116.492,34.449,4.784
13:18.1,3.33,Northern California,reviewed,0,171,nc,91.0,0.04505,0.04,38.0,ml,-121.7053333,37.3415,7.808
23:17.7,2.08,Northern California,reviewed,0,67,nc,6.0,0.02973,0.05,105.0,md,-120.556,37.9596667,-0.282
57:47.6,3.23,Central California,automatic,0,161,nc,60.0,0.06486,0.1,46.0,ml,-121.0686667,35.7311667,5.006
02:19.5,2.51,"28km E of Coso Junction, California",reviewed,0,97,ci,0.0,0.1105,0.162,155.8,mc,-117.64,36.066,-0.523
33:51.7,2.2,"36km SW of Rosarito, B.C., MX",reviewed,0,74,ci,0.0,,0.184,307.4,mh,-117.287,32.088,5.664
06:05.8,2.03,Central California,reviewed,0,63,nc,16.0,0.2297,0.05,238.0,md,-119.8548333,35.9605,9.792
53:12.6,2.28,"13km WNW of Malibu, CA",reviewed,0,80,ci,18.0,,0.29,155.0,mh,-118.9388333,34.0498333,8.42
54:27.8,2.38,"16km WNW of Alberto Oviedo Mota, B.C., MX",reviewed,0,87,ci,15.0,0.5074,0.38,223.5,ml,-115.3275,32.2691667,6.986
55:18.3,2.31,"San Francisco Bay area, California",automatic,0,82,nc,6.0,0.1387,0.19,232.0,md,-122.5966667,38.0685,18.258
22:28.8,2.55,"36km SW of Ferron, Utah",reviewed,0,100,uu,21.0,0.05963,0.21,126.0,ml,-111.4055,38.838,-0.24
02:46.7,2.35,"7km NE of Aguanga, CA",reviewed,0,85,ci,48.0,,0.28,40.0,ml,-116.8105,33.4856667,4.346
44:01.0,2.54,"22km N of Friday Harbor, Washington",reviewed,0,102,uw,19.0,0.1073,0.32,114.0,ml,-123.0225,48.7341667,17.8
23:25.4,2.71,"3km SE of Loma Linda, California",reviewed,0,113,ci,0.0,,0.159,27.2,ml,-117.236,34.032,12.975
08:38.4,2.7,Northern California,reviewed,0,112,nc,46.0,0.008108,0.03,35.0,md,-122.8011667,38.802,1.701
41:20.8,2.72,"18km SW of Ludlow, CA",reviewed,0,114,ci,13.0,0.2289,0.17,79.0,ml,-116.2908333,34.6038333,-0.531
01:52.8,2.15,"2km NNW of Colton, California",reviewed,0,71,ci,0.0,,0.109,32.6,ml,-117.318,34.092,16.485
47:09.3,2.29,"4km ESE of Ontario, California",reviewed,0,81,ci,0.0,,0.153,50.0,ml,-117.59,34.038,6.169
55:01.2,2.26,Northern California,reviewed,0,79,nc,20.0,0.2595,0.15,214.0,md,-121.028,40.1293333,-1.104
06:40.2,2.2,"Seattle-Tacoma urban area, Washington",reviewed,0,74,uw,42.0,0.02639,0.22,32.0,md,-122.24,47.2303333,19.434
54:01.5,2.0,"9km N of Borrego Springs, CA",reviewed,0,62,ci,0.0,,0.08,66.7,mc,-116.378,33.335,10.532
54:03.4,2.1,"Mount St. Helens area, Washington",reviewed,0,68,uw,7.0,0.008722,0.07,91.0,md,-122.1893333,46.2008333,-1.423
54:02.3,2.03,"San Francisco Bay area, California",reviewed,0,63,nc,21.0,0.06396,0.07,62.0,md,-121.9715,37.8743333,5.077
12:27.2,3.11,"7km WSW of El Centro, CA",reviewed,0,159,ci,38.0,0.03294,0.3,115.0,ml,-115.6291667,32.7588333,15.368
03:56.5,2.06,offshore Northern California,reviewed,0,65,nc,15.0,0.1324,0.05,266.0,md,-124.4585,40.3133333,6.759
33:28.0,2.5,"15km S of Joshua Tree, California",reviewed,0,96,ci,0.0,,0.213,36.9,mh,-116.334,34.004,3.175
22:45.2,2.26,"16km NNW of Pine Mountain Club, CA",reviewed,0,79,ci,17.0,,0.3,92.0,mh,-119.2426667,34.9681667,0.33
27:31.3,2.0,"20km ESE of Ocotillo, CA",reviewed,0,62,ci,11.0,0.0619,0.18,160.0,mh,-115.798,32.6628333,5.073
41:03.7,2.05,Northern California,reviewed,0,65,nc,14.0,0.007207,0.04,74.0,md,-122.8031667,38.8055,1.731
48:03.7,2.17,"13km WNW of Lake Elsinore, California",reviewed,0,72,ci,0.0,,0.218,53.9,ml,-117.456,33.707,7.746
27:36.3,3.15,"2km WNW of Lake View Terrace, CA",reviewed,0,153,ci,7.0,,0.26,157.0,ml,-118.3781667,34.2798333,3.72
23:21.1,2.42,"10km NE of Barstow, CA",reviewed,0,90,ci,0.0,,0.082,79.8,mc,-116.939,34.955,4.272
02:31.6,2.0,Nevada,reviewed,0,62,nn,7.0,0.223,0.122,140.15,ml,-117.3699,37.197,13.2
41:00.8,2.35,Oregon,reviewed,0,85,uw,4.0,0.2412,0.27,139.0,md,-122.8263333,42.3858333,-0.82
22:10.0,2.45,"30km ENE of Maneadero, B.C., MX",reviewed,0,92,ci,0.0,0.8142,0.172,296.3,mc,-116.283,31.847,5.469
36:52.2,3.12,Northern California,reviewed,0,150,nc,15.0,0.01261,0.06,57.0,md,-121.493,39.505,3.721
53:33.3,2.1,"18km SW of Ocotillo, California",reviewed,0,68,ci,0.0,0.0441,0.249,196.7,mc,-116.113,32.606,6.398
35:22.5,3.16,"8km NE of Imperial, CA",reviewed,0,154,ci,11.0,0.06135,0.23,99.0,ml,-115.499,32.8928333,8.06
00:21.9,2.11,offshore Northern California,reviewed,0,68,nc,7.0,0.1117,0.03,264.0,md,-124.4415,40.2938333,9.884
33:35.7,2.8,Central California,reviewed,0,121,nc,72.0,0.01982,0.07,52.0,md,-121.6163333,36.8836667,7.293
46:19.9,2.17,"5km W of San Marcos, CA",reviewed,0,72,ci,0.0,,0.092,288.7,mc,-117.22,33.15,-0.89
30:32.8,2.19,"26km W of Inyokern, California",reviewed,0,74,ci,0.0,0.06278,0.109,59.5,ml,-118.104,35.674,11.162
58:07.8,2.42,Utah,reviewed,0,90,uu,4.0,0.2265,0.16,170.0,md,-113.4438333,38.0148333,6.16
26:52.7,3.19,"10km NNW of Olancha, CA",reviewed,0,157,ci,0.0,,0.218,124.3,mc,-118.031,36.37,4.582
44:09.7,3.18,Northern California,reviewed,0,156,nc,22.0,0.07207,0.16,84.0,ml,-122.138,40.1373333,27.97
58:42.7,2.38,Northern California,reviewed,0,87,nc,17.0,0.03874,0.17,140.0,md,-122.3983333,38.8073333,-0.609
00:50.8,2.0,"17km S of Joshua Tree, California",reviewed,0,62,ci,0.0,0.08588,0.192,41.7,mc,-116.283,33.981,2.665
44:41.9,2.1,"40km ENE of Maneadero, B.C., MX",reviewed,0,68,ci,8.0,,0.21,322.0,mh,-116.1736667,31.86,5.62
07:56.9,2.2,"8km N of Big Bear City, CA",reviewed,0,74,ci,38.0,,0.44,66.0,mh,-116.8543333,34.3371667,0.02
21:38.0,2.16,Northern California,reviewed,0,72,nc,17.0,0.03243,0.03,59.0,md,-122.7493333,38.7938333,0.403
27:47.2,2.2,"Mount St. Helens area, Washington",reviewed,0,74,uw,12.0,,0.08,95.0,md,-122.187,46.1976667,-1.834
05:59.1,2.09,"40km SW of Ludlow, California",reviewed,0,67,ci,0.0,,0.138,70.3,mc,-116.483,34.486,4.287
45:10.8,2.45,"6km W of Desert Hot Springs, CA",reviewed,0,92,ci,0.0,,0.126,40.8,mc,-116.567,33.961,7.696
52:20.8,2.2,"14km WNW of Ludlow, CA",reviewed,0,74,ci,14.0,,0.18,126.0,mh,-116.2861667,34.786,3.239
10:49.0,2.34,Northern California,reviewed,0,84,nc,12.0,0.02613,0.06,102.0,md,-124.0863333,40.4168333,22.067
22:43.3,2.43,"12km S of Joshua Tree, CA",reviewed,0,91,ci,32.0,,0.22,68.0,mc,-116.3338333,34.0266667,-0.311
20:01.3,2.0,Washington,reviewed,0,62,uw,7.0,0.5001,0.23,128.0,md,-120.9655,47.0715,-0.978
42:12.0,2.35,"45km NE of Holtville, CA",reviewed,0,85,ci,0.0,,0.265,88.7,mc,-115.0,33.06,-0.184
51:37.7,2.27,"8km N of Yucca Valley, California",reviewed,0,79,ci,0.0,0.1268,0.135,103.7,mc,-116.427,34.182,3.357
58:35.5,2.89,"38km E of Big Pine, California",reviewed,0,128,ci,0.0,,0.484,189.9,mc,-117.867,37.185,3.599
49:10.6,2.69,"18km W of Alberto Oviedo Mota, B.C., MX",reviewed,0,111,ci,13.0,0.5082,0.23,246.0,ml,-115.3595,32.2456667,9.995
31:32.1,2.2,"1km NNW of Lake Arrowhead, CA",reviewed,0,74,ci,11.0,,0.36,146.0,mh,-117.192,34.2571667,1.73
45:45.3,2.36,offshore Northern California,reviewed,0,86,nc,6.0,0.6604,0.05,318.0,md,-124.8916667,40.682,3.102
35:09.2,2.12,Utah,reviewed,0,69,uu,6.0,0.3521,0.21,74.0,md,-111.2513333,39.7088333,5.99
59:56.4,2.0,"Long Valley area, California",reviewed,0,62,nc,6.0,0.04685,0.02,179.0,md,-118.894,37.6286667,2.385
13:37.8,2.0,Washington,reviewed,0,62,uw,10.0,0.9198,0.41,304.0,md,-118.0121667,48.177,6.317
18:11.2,3.8,Northern California,reviewed,0,225,nc,59.0,0.1477,0.1,60.0,mw,-123.3413333,39.0316667,6.226
23:36.4,2.81,"64km E of Maneadero, B.C., MX",reviewed,0,121,ci,7.0,0.7934,0.33,156.0,ml,-115.8923333,31.8003333,4.574
56:21.7,2.13,"18km SE of Soda Springs, Idaho",reviewed,0,70,uu,28.0,0.03983,0.11,47.0,ml,-111.419,42.5536667,8.47
42:30.1,2.43,"5km SSE of Idyllwild, CA",reviewed,0,91,ci,0.0,0.07271,0.091,65.7,mc,-116.703,33.699,17.909
37:38.4,3.14,Central California,reviewed,0,152,nc,43.0,0.03333,0.08,71.0,ml,-118.6008333,37.9343333,7.535
55:39.0,2.55,"17km SSE of Lone Pine, CA",reviewed,0,100,ci,20.0,0.07383,0.24,74.0,ml,-117.9888333,36.4451667,3.5
19:32.5,2.34,"5km SW of Princeton, Canada",reviewed,0,84,uw,9.0,0.6228,0.22,225.0,ml,-120.557,49.417,-0.53
05:49.7,2.8,"7km ESE of Coso Junction, CA",reviewed,0,121,ci,29.0,0.08717,0.19,98.0,ml,-117.8743333,36.0163333,2.039
10:16.2,2.64,"21km SSE of Bodfish, CA",reviewed,0,107,ci,0.0,,0.174,137.1,mc,-118.403,35.413,4.699
19:31.0,2.03,Northern California,reviewed,0,63,nc,19.0,0.02252,0.03,44.0,md,-122.8196667,38.8183333,0.231
14:07.7,2.0,"7km NNW of Brawley, CA",reviewed,0,62,ci,21.0,0.05146,0.28,87.0,mh,-115.5501667,33.0353333,11.12
44:46.0,2.14,Utah,reviewed,0,70,uu,14.0,0.1527,0.36,106.0,md,-112.075,38.6425,9.01
07:00.3,2.05,Northern California,reviewed,0,65,nc,30.0,0.003604,0.04,36.0,md,-122.7921667,38.8053333,0.523
40:41.6,2.88,"10km SE of Piru, California",reviewed,0,128,ci,0.0,,0.28,127.6,ml,-118.716,34.358,9.547
13:46.1,2.6,Northern California,reviewed,0,105,nc,60.0,0.2712,0.09,36.0,md,-122.9078333,39.3958333,11.712
59:44.4,2.38,"14km WSW of Ludlow, California",reviewed,0,87,ci,13.0,0.1408,0.12,195.0,mc,-116.3083333,34.69,2.286
05:41.1,2.79,"5km S of Redlands, CA",reviewed,0,122,ci,144.0,0.03653,0.17,20.0,ml,-117.1801667,34.0073333,15.16
02:56.4,2.3,"6km NW of Boron, CA",reviewed,0,81,ci,12.0,,0.14,87.0,mh,-117.6881667,35.038,6.0
38:48.1,2.02,Central California,reviewed,0,63,nc,15.0,0.2153,0.06,206.0,md,-120.0788333,36.0331667,7.244
00:53.8,2.32,"23km S of Trona, CA",automatic,0,83,ci,32.0,0.04602,0.19,65.0,ml,-117.3345,35.564,2.18
12:33.5,2.99,Northern California,reviewed,0,138,nc,8.0,0.3351,0.1,310.0,md,-123.36,40.2728333,39.857
18:38.6,2.9,"14km ESE of Lincoln, Montana",reviewed,0,132,us,,0.114,0.83,65.0,ml,-112.522,46.8865,5.0
37:17.5,2.94,Northern California,reviewed,0,133,nc,39.0,0.01622,0.08,31.0,md,-122.811,38.7983333,2.978
00:02.5,2.08,"2km WNW of Calimesa, CA",reviewed,0,67,ci,0.0,,0.178,41.6,mc,-117.076,33.998,13.544
08:32.6,2.0,"3km W of Big Bear City, California",reviewed,0,62,ci,9.0,0.1765,0.15,119.0,mh,-116.8805,34.2618333,4.6
32:43.5,2.8,"10km SE of Challis, Idaho",reviewed,0,121,us,,0.162,0.92,53.0,ml,-114.1388,44.436,12.3
55:39.2,2.01,"40km ENE of Lucerne Valley, California",reviewed,0,62,ci,0.0,0.02748,0.132,66.1,mc,-116.598,34.627,4.167
53:12.2,2.06,offshore Central California,reviewed,0,65,nc,16.0,0.1288,0.09,253.0,md,-122.1388333,36.8941667,6.208
33:42.4,2.01,"7km NNE of Beaumont, California",reviewed,0,62,ci,0.0,,0.109,46.7,ml,-116.958,33.994,8.263
09:22.4,2.33,"8km ENE of Borrego Springs, California",reviewed,0,84,ci,0.0,0.2197,0.184,41.9,ml,-116.289,33.281,-0.079
09:23.5,2.82,"12km N of Old Faithful Geyser, Wyoming",reviewed,0,122,uu,39.0,0.05084,0.22,35.0,ml,-110.847,44.5681667,7.45
37:21.9,2.57,"3km SW of Ocotillo, CA",reviewed,0,102,ci,0.0,,0.098,99.5,mc,-116.011,32.714,7.668
19:40.8,2.66,"7km W of Estacion Coahuila, B.C., MX",reviewed,0,109,ci,0.0,0.5601,0.275,240.1,ml,-115.078,32.183,5.963
29:14.8,2.11,Northern California,reviewed,0,68,nc,3.0,0.1207,0.16,205.0,md,-121.8676667,41.4906667,3.245
59:18.0,2.5,Washington,reviewed,0,96,uw,24.0,0.4296,0.39,87.0,md,-120.8463333,47.807,9.244
54:40.5,2.08,"12km E of Lake Isabella, CA",reviewed,0,67,ci,0.0,0.1954,0.112,117.4,mc,-118.338,35.618,12.85
58:04.2,2.32,"11km NNE of Yucaipa, California",reviewed,0,83,ci,0.0,,0.185,35.3,mc,-117.002,34.129,3.485
20:10.0,2.3,Washington,reviewed,0,81,uw,52.0,0.1777,0.31,54.0,md,-121.5621667,47.5236667,7.334
19:47.4,2.23,Central California,reviewed,0,77,nc,37.0,0.06937,0.12,152.0,md,-120.2948333,36.451,4.429
45:55.0,2.26,"15km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,79,ci,10.0,0.2402,0.25,256.0,ml,-115.3158333,32.1738333,1.33
40:39.9,2.1,offshore Northern California,reviewed,0,68,nc,10.0,0.3559,0.04,271.0,md,-124.5971667,40.32,23.078
55:50.9,2.47,Northern California,reviewed,0,94,nc,13.0,0.05225,0.1,63.0,md,-122.3846667,38.8241667,-0.436
07:21.1,2.79,"70km SW of Alberto Oviedo Mota, B.C., MX",reviewed,0,120,ci,0.0,,0.434,237.7,mc,-115.722,31.8,5.935
23:19.7,2.58,"5km ESE of Ocotillo, CA",reviewed,0,102,ci,21.0,0.07607,0.17,73.0,ml,-115.9465,32.7208333,3.316
41:36.0,2.18,"16km NNE of Coso Junction, CA",automatic,0,73,ci,15.0,0.06227,0.19,58.0,ml,-117.8813333,36.1761667,2.44
30:59.0,2.03,"8km SW of Corona, CA",reviewed,0,63,ci,38.0,0.01918,0.17,67.0,ml,-117.6236667,33.8101667,3.043
09:33.2,2.25,"11km N of Big Bear Lake, CA",reviewed,0,78,ci,16.0,,0.16,75.0,mc,-116.9215,34.3445,4.589
00:20.2,2.44,"5km WSW of Delta, B.C., MX",reviewed,0,92,ci,11.0,0.4574,0.27,216.3,ml,-115.2448333,32.3366667,6.997
31:34.7,2.13,Northern California,reviewed,0,70,nc,14.0,0.002703,0.07,72.0,md,-122.791,38.8081667,-0.794
08:54.9,3.36,"30km S of Alberto Oviedo Mota, B.C., MX",reviewed,0,174,ci,4.0,1.131,0.68,285.0,mh,-115.2055,31.9638333,6.0
58:58.1,2.16,"28km NNE of Kernville, CA",reviewed,0,72,ci,19.0,0.1622,0.2,79.0,mc,-118.331,35.9905,3.882
49:36.5,2.02,Northern California,reviewed,0,63,nc,32.0,0.02072,0.03,44.0,md,-122.7695,38.8018333,1.513
28:33.5,2.95,Utah,reviewed,0,134,uu,10.0,0.3218,0.16,153.0,md,-112.5993333,38.1761667,5.08
23:01.5,2.37,"5km SW of Beatty, Nevada",reviewed,0,86,ci,0.0,,0.362,215.9,mc,-116.8,36.88,-1.513
37:28.8,2.33,"5km N of Beaumont, CA",reviewed,0,84,ci,11.0,,0.31,97.0,ml,-116.9868333,33.9775,13.06
04:42.2,2.39,"14km SSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,88,ci,9.0,0.6594,0.25,261.0,ml,-115.2403333,32.1143333,9.936
17:03.4,2.95,Central California,reviewed,0,134,nc,32.0,0.01892,0.04,62.0,md,-118.8051667,37.5913333,4.827
45:10.6,2.41,"9km SW of Morongo Valley, CA",reviewed,0,89,ci,0.0,,0.093,55.5,mh,-116.638,33.983,5.527
37:21.1,3.28,Central California,reviewed,0,166,nc,66.0,0.02883,0.09,30.0,md,-120.3565,36.2161667,11.101
41:10.2,2.0,"9km W of Grapevine, CA",reviewed,0,62,ci,16.0,,0.2,119.0,mc,-119.0296667,34.9546667,10.781
04:50.9,3.03,"65km E of Maneadero, B.C., MX",reviewed,0,141,ci,6.0,1.031,0.24,312.0,mh,-115.8908333,31.6135,5.842
19:59.5,3.84,"20km WNW of Progreso, B.C., MX",reviewed,0,227,ci,41.0,0.008244,0.19,80.0,mw,-115.7673333,32.678,2.263
34:31.1,2.34,"33km ENE of Mammoth Lakes, CA",reviewed,0,84,ci,7.0,0.8034,0.55,309.0,ml,-118.6546667,37.7843333,6.0
15:13.0,2.81,"11km SE of Estacion Coahuila, B.C., MX",reviewed,0,121,ci,0.0,0.5296,0.127,242.4,mh,-114.916,32.121,6.0
07:18.3,2.35,"8km NE of Aguanga, CA",reviewed,0,85,ci,82.0,0.0217,0.21,28.0,ml,-116.7991667,33.4846667,1.85
06:39.3,2.03,"20km SW of Ludlow, California",reviewed,0,63,ci,0.0,0.226,0.271,76.1,mc,-116.32,34.604,4.821
06:24.9,2.02,"46km NE of Holtville, CA",reviewed,0,63,ci,7.0,0.1019,0.18,107.0,ml,-114.9966667,33.0731667,-0.209
03:39.7,3.3,western Montana,reviewed,0,168,us,,,,,ml,-111.851,45.612,5.0
09:04.8,2.06,Central California,reviewed,0,65,nc,21.0,0.05856,0.1,67.0,md,-121.2135,36.715,5.809
20:52.0,2.14,Utah,reviewed,0,70,uu,11.0,0.1166,0.21,96.0,md,-111.0978333,39.4303333,0.9
40:21.0,2.0,Central California,reviewed,0,62,nc,39.0,0.03063,0.07,101.0,md,-121.1158333,35.685,6.17
49:59.6,2.6,"70km ESE of Lakeview, Oregon",reviewed,0,104,nn,9.0,0.165,0.176,98.56,ml,-119.6103,41.862,9.8
23:54.2,2.06,offshore Central California,reviewed,0,65,nc,21.0,0.1171,0.09,174.0,md,-120.729,34.9585,-0.286
42:28.2,2.72,offshore Central California,reviewed,0,114,nc,65.0,0.2784,0.13,199.0,md,-122.0491667,36.7151667,3.073
55:31.6,2.22,"15km N of Ocotillo, CA",reviewed,0,76,ci,45.0,0.01731,0.16,38.0,ml,-115.975,32.8701667,9.027
23:22.9,2.83,Northern California,reviewed,0,123,nc,28.0,0.518,0.11,241.0,md,-120.6415,39.6491667,0.113
54:27.1,2.26,"6km N of Big Bear City, CA",reviewed,0,79,ci,54.0,0.03649,0.15,34.0,ml,-116.8441667,34.3141667,0.069
46:20.2,2.2,"29 km SSE of Mina, Nevada",reviewed,0,74,nn,22.0,0.021,0.1197,47.98,ml,-117.9525,38.1596,9.3
23:28.8,2.36,"0km SSW of Dublin, California",reviewed,0,86,nc,10.0,0.02342,0.03,109.0,md,-121.938,37.6991667,12.36
07:03.0,2.92,"12km ENE of Coalinga, CA",reviewed,0,134,nc,51.0,0.1728,0.11,104.0,ml,-120.2456667,36.1945,14.42
50:35.7,2.24,"8km NNW of Chatsworth, California",reviewed,0,77,ci,0.0,,0.302,132.1,mc,-118.622,34.322,5.636
30:34.0,2.3,"35km NNW of San Miguel Is., CA",reviewed,0,81,ci,9.0,,0.15,238.0,mh,-120.5655,34.3005,0.01
36:33.3,2.0,"Strait of Juan de Fuca, Washington",reviewed,0,62,uw,22.0,,0.18,42.0,md,-122.9118333,48.2441667,45.941
19:31.7,2.01,"13km SW of Delta, B.C., MX",reviewed,0,62,ci,7.0,0.3628,0.26,317.0,ml,-115.3103333,32.2873333,9.955
52:14.0,2.13,Central California,reviewed,0,70,nc,5.0,0.2315,0.07,114.0,md,-120.0028333,37.3451667,12.125
38:48.6,2.94,"7km N of Big Bear City, California",reviewed,0,133,ci,0.0,,0.203,28.0,ml,-116.844,34.328,3.138
00:45.8,2.09,"6km N of Big Bear City, CA",reviewed,0,67,ci,68.0,,0.21,25.0,ml,-116.8563333,34.3165,2.528
22:12.6,4.4,off the coast of Oregon,reviewed,0,298,us,,,0.9,,mb,-128.222,43.957,10.0
29:25.8,2.28,Northern California,reviewed,0,80,nc,11.0,0.1937,0.07,131.0,md,-122.212,40.5688333,20.152
26:50.1,2.34,"71km SW of Alberto Oviedo Mota, B.C., MX",reviewed,0,84,ci,6.0,0.8554,0.05,309.1,ml,-115.7668333,31.8431667,4.486
51:38.8,2.43,"54km SSW of Progreso, B.C., MX",reviewed,0,91,ci,12.0,0.5287,0.35,271.0,ml,-115.7763333,32.1208333,5.787
02:02.0,2.0,"23km E of Barstow, California",reviewed,0,62,ci,9.0,,0.13,87.0,mh,-116.7681667,34.9271667,4.974
49:37.9,2.43,"1km NNW of Pismo Beach, CA",reviewed,0,128,nc,56.0,0.09537,0.15,113.0,md,-120.6468333,35.151,2.21
35:21.2,2.1,"16km N of Indio, CA",reviewed,0,68,ci,0.0,0.05523,0.073,67.6,mc,-116.189,33.86,4.476
06:26.0,2.81,"18km ESE of Ridgecrest, CA",reviewed,0,121,ci,44.0,0.06434,0.13,48.0,ml,-117.505,35.5323333,6.528
00:43.1,2.79,"32km ESE of Fortuna Foothills, AZ",reviewed,0,120,ci,0.0,,0.387,285.4,mc,-114.106,32.539,-0.16
18:44.6,2.36,"San Francisco Bay area, California",reviewed,0,86,nc,10.0,0.04595,0.08,232.0,md,-121.7621667,37.7785,9.444
55:29.7,2.04,"19km SW of La Quinta, CA",reviewed,0,64,ci,0.0,0.01952,0.11,72.9,mc,-116.44,33.53,9.788
21:17.0,2.69,offshore Northern California,reviewed,0,111,nc,23.0,0.6342,0.27,291.0,md,-125.1585,40.383,0.517
59:20.6,2.27,"13km SW of Borrego Springs, CA",reviewed,0,79,ci,0.0,,0.204,82.2,mc,-116.467,33.166,12.766
53:48.3,2.02,Central California,reviewed,0,63,nc,5.0,0.04595,0.79,195.0,md,-120.5751667,36.2248333,4.498
54:11.3,2.65,"46km WSW of Carlsbad, CA",reviewed,0,108,ci,0.0,,0.355,187.1,mc,-117.818,33.014,5.825
00:19.3,2.84,"28km ENE of Ensenada, B.C., MX",reviewed,0,124,ci,0.0,0.6876,0.205,275.4,mc,-116.37,31.997,5.583
59:45.3,2.34,Central California,reviewed,0,84,nc,60.0,0.04685,0.05,47.0,md,-121.0451667,36.4665,6.934
08:35.2,2.77,"Long Valley area, California",reviewed,0,118,nc,34.0,0.02342,0.07,67.0,md,-118.9381667,37.6396667,5.394
19:00.1,3.47,Utah,reviewed,0,197,uu,26.0,0.2584,0.22,101.0,ml,-112.4096667,37.854,6.93
04:42.9,3.09,"18km WSW of Westmorland, CA",reviewed,0,147,ci,0.0,,0.144,60.5,mc,-115.796,32.965,1.209
03:14.6,3.35,"31km WSW of Tecopa, California",reviewed,0,173,ci,0.0,,0.213,171.8,ml,-116.544,35.738,5.278
07:35.5,2.0,"8km WSW of Alberto Oviedo Mota, B.C., MX",reviewed,0,62,ci,11.0,0.1768,0.15,251.0,ml,-115.2415,32.1943333,14.31
18:17.8,2.11,"5km S of Princeton, Canada",reviewed,0,68,uw,8.0,0.5947,0.21,223.0,ml,-120.5153333,49.4088333,-0.53
11:22.7,2.24,"26km WNW of Ludlow, California",reviewed,0,77,ci,0.0,0.0752,0.181,100.1,ml,-116.422,34.802,2.123
15:11.8,2.5,"Mount St. Helens area, Washington",reviewed,0,96,uw,16.0,0.01102,0.05,55.0,md,-122.1865,46.1986667,-0.594
43:19.6,2.6,"71km ESE of Cascade, Idaho",reviewed,0,104,us,,0.285,0.88,63.0,ml,-115.1805,44.3302,10.0
46:27.0,2.9,western Montana,reviewed,0,129,us,12.0,,,,ml,-111.32,46.38,0.2
16:45.2,2.15,"37km ENE of Lucerne Valley, California",reviewed,0,71,ci,0.0,,0.171,61.5,mc,-116.598,34.584,3.815
26:46.1,2.64,Wyoming,reviewed,0,107,uu,13.0,1.588,0.32,286.0,ml,-109.1226667,41.7763333,9.85
50:13.5,3.0,Central California,reviewed,0,138,nc,27.0,0.218,0.06,244.0,md,-118.6531667,37.4481667,1.295
44:38.9,2.2,Nevada,reviewed,0,74,nn,5.0,0.159,0.1198,110.95,ml,-119.4068,40.9613,0.0
15:16.0,2.27,"23km S of Old Faithful Geyser, Wyoming",reviewed,0,79,uu,14.0,0.03119,0.17,97.0,ml,-110.7735,44.2491667,2.9
23:23.6,2.25,Central California,reviewed,0,78,nc,50.0,0.07658,0.09,98.0,md,-118.8715,38.048,3.74
10:12.3,2.44,Central California,reviewed,0,92,nc,14.0,0.1838,0.08,268.0,md,-121.8866667,36.3886667,16.939
26:33.6,2.3,Oregon,reviewed,0,81,uw,23.0,0.297,0.27,124.0,md,-119.3143333,45.89,-0.317
55:29.9,3.4,southern Idaho,reviewed,0,178,us,23.0,,0.7,,ml,-116.29,44.468,5.0
36:59.9,2.55,Northern California,reviewed,0,101,nc,68.0,0.00991,0.08,49.0,md,-122.75,38.8308333,1.143
34:35.0,2.54,"Long Valley area, California",reviewed,0,99,nc,7.0,0.01261,0.06,114.0,md,-118.8935,37.6371667,-0.748
06:13.8,2.64,"23km WSW of Delta, B.C., MX",reviewed,0,107,ci,15.0,0.174,0.2,237.0,ml,-115.4138333,32.2715,5.629
09:34.7,2.16,"Long Valley area, California",reviewed,0,72,nc,13.0,0.01802,0.06,105.0,md,-118.9203333,37.6381667,5.354
